match_id,team,player,tackles,interceptions,pressures,blocks,clearances,ball_recoveries,fouls_committed,duels_won,total_duels,defensive_third_actions,middle_third_actions,attacking_third_actions,high_turnovers,total_defensive_actions,duel_win_pct,pressure_pct,tackle_interception_pct,high_turnover_pct,attacking_third_pct,defensive_profile
3895244,Bayer Leverkusen,Amine Adli,0.0,0.0,30.0,3.0,0.0,5.0,1.0,1.0,4.0,10.0,24.0,9.0,2.0,33.0,25.0,90.91,0.0,6.06,20.93,Balanced Defender
3895180,Eintracht Frankfurt,Eric Junior Dina Ebimbe,0.0,0.0,30.0,3.0,1.0,5.0,3.0,0.0,4.0,4.0,30.0,12.0,2.0,33.0,0.0,90.91,0.0,6.06,26.09,Balanced Defender
3895194,Augsburg,Arne Maier,0.0,1.0,30.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0,20.0,5.0,2.0,33.0,0.0,90.91,3.03,6.06,14.29,Balanced Defender
3895067,Darmstadt 98,Marvin Mehlem,0.0,7.0,23.0,3.0,0.0,4.0,2.0,2.0,5.0,18.0,21.0,5.0,0.0,33.0,40.0,69.7,21.21,0.0,11.36,Balanced Defender
3895180,Eintracht Frankfurt,Niels Nkounkou,0.0,3.0,20.0,10.0,2.0,4.0,1.0,1.0,3.0,19.0,22.0,2.0,2.0,33.0,33.33,60.61,9.09,6.06,4.65,Balanced Defender
3895220,Darmstadt 98,Bartol Franjić,0.0,2.0,28.0,3.0,2.0,3.0,1.0,0.0,1.0,13.0,26.0,1.0,0.0,33.0,0.0,84.85,6.06,0.0,2.5,Balanced Defender
3895182,Bochum,Matúš Bero,0.0,1.0,28.0,4.0,0.0,8.0,3.0,0.0,3.0,8.0,25.0,14.0,2.0,33.0,0.0,84.85,3.03,6.06,29.79,Balanced Defender
3895107,Bayer Leverkusen,Jonas Hofmann,0.0,0.0,31.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,15.0,16.0,1.0,32.0,0.0,96.88,0.0,3.12,47.06,Balanced Defender
3895158,Borussia Dortmund,Marco Reus,0.0,1.0,26.0,5.0,0.0,2.0,1.0,0.0,3.0,21.0,13.0,4.0,0.0,32.0,0.0,81.25,3.12,0.0,10.53,Balanced Defender
3895086,FC Heidenheim,Eren Sami Dinkçi,0.0,0.0,31.0,1.0,0.0,3.0,0.0,0.0,2.0,11.0,15.0,11.0,0.0,32.0,0.0,96.88,0.0,0.0,29.73,Balanced Defender
3895250,FSV Mainz 05,Karim Onisiwo,0.0,0.0,32.0,0.0,1.0,1.0,2.0,0.0,10.0,11.0,19.0,16.0,0.0,32.0,0.0,100.0,0.0,0.0,34.78,Balanced Defender
3895139,Union Berlin,Aïssa Bilal Laïdouni,0.0,6.0,25.0,1.0,2.0,4.0,0.0,0.0,2.0,11.0,23.0,6.0,2.0,32.0,0.0,78.12,18.75,6.25,15.0,Balanced Defender
3895210,Borussia Mönchengladbach,Kouadio Emmanuel Koné,0.0,2.0,29.0,1.0,0.0,5.0,1.0,0.0,2.0,23.0,13.0,4.0,2.0,32.0,0.0,90.62,6.25,6.25,10.0,Balanced Defender
3895153,Werder Bremen,Leonardo Bittencourt,0.0,2.0,29.0,1.0,1.0,4.0,1.0,0.0,1.0,11.0,22.0,6.0,2.0,32.0,0.0,90.62,6.25,6.25,15.38,Balanced Defender
3895107,FC Köln,Dejan Ljubicic,0.0,2.0,29.0,1.0,3.0,1.0,0.0,0.0,1.0,12.0,17.0,8.0,0.0,32.0,0.0,90.62,6.25,0.0,21.62,Balanced Defender
3895086,FC Heidenheim,Patrick Mainka,0.0,0.0,23.0,8.0,6.0,1.0,0.0,0.0,1.0,32.0,7.0,0.0,0.0,31.0,0.0,74.19,0.0,0.0,0.0,Protector
3895286,Hoffenheim,Wout Weghorst,0.0,2.0,26.0,3.0,2.0,0.0,2.0,1.0,6.0,20.0,20.0,1.0,0.0,31.0,16.67,83.87,6.45,0.0,2.44,Balanced Defender
3895153,Bayer Leverkusen,Florian Wirtz,0.0,0.0,30.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,14.0,20.0,0.0,31.0,50.0,96.77,0.0,0.0,54.05,Balanced Defender
3895232,Bayer Leverkusen,Piero Martín Hincapié Reyna,0.0,5.0,26.0,0.0,5.0,3.0,0.0,1.0,5.0,24.0,19.0,1.0,0.0,31.0,20.0,83.87,16.13,0.0,2.27,Balanced Defender
3895232,Bayer Leverkusen,Josip Stanišić,0.0,2.0,26.0,2.0,1.0,3.0,2.0,2.0,4.0,20.0,13.0,7.0,0.0,30.0,50.0,86.67,6.67,0.0,17.5,Balanced Defender
3895292,Union Berlin,Lucas Tousart,0.0,4.0,19.0,7.0,4.0,6.0,1.0,1.0,4.0,27.0,11.0,7.0,1.0,30.0,25.0,63.33,13.33,3.33,15.56,Balanced Defender
3895086,FC Heidenheim,Jan-Niklas Beste,0.0,0.0,28.0,2.0,0.0,2.0,1.0,1.0,4.0,11.0,19.0,7.0,0.0,30.0,25.0,93.33,0.0,0.0,18.92,Balanced Defender
3895134,Hoffenheim,Maximilian Beier,0.0,2.0,26.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,13.0,16.0,2.0,30.0,0.0,86.67,6.67,6.67,48.48,Balanced Defender
3895309,Bayer Leverkusen,Jeremie Frimpong,0.0,0.0,27.0,3.0,0.0,4.0,2.0,1.0,2.0,3.0,14.0,21.0,3.0,30.0,50.0,90.0,0.0,10.0,55.26,Balanced Defender
3895210,Bayer Leverkusen,Jonas Hofmann,0.0,0.0,28.0,2.0,0.0,5.0,1.0,1.0,1.0,3.0,6.0,28.0,5.0,30.0,100.0,93.33,0.0,16.67,75.68,Dominant Duelist
3895158,Borussia Dortmund,Marius Wolf,0.0,1.0,23.0,6.0,1.0,3.0,0.0,2.0,4.0,21.0,17.0,0.0,0.0,30.0,50.0,76.67,3.33,0.0,0.0,Balanced Defender
3895250,FSV Mainz 05,Leandro Barreiro Martins,0.0,3.0,18.0,9.0,3.0,3.0,1.0,0.0,5.0,14.0,20.0,8.0,2.0,30.0,0.0,60.0,10.0,6.67,19.05,Balanced Defender
3895302,Werder Bremen,Romano Schmid,0.0,0.0,27.0,3.0,2.0,4.0,1.0,1.0,5.0,17.0,20.0,5.0,1.0,30.0,20.0,90.0,0.0,3.33,11.9,Balanced Defender
3895182,Bochum,Cristian Gamboa Luna,0.0,6.0,21.0,3.0,1.0,6.0,1.0,0.0,4.0,16.0,20.0,6.0,3.0,30.0,0.0,70.0,20.0,10.0,14.29,Balanced Defender
3895134,Hoffenheim,Finn Ole Becker,0.0,0.0,29.0,1.0,1.0,8.0,1.0,1.0,1.0,11.0,23.0,7.0,3.0,30.0,100.0,96.67,0.0,10.0,17.07,Dominant Duelist
3895134,Bayer Leverkusen,Exequiel Alejandro Palacios,0.0,2.0,25.0,3.0,0.0,6.0,1.0,0.0,2.0,17.0,21.0,1.0,1.0,30.0,0.0,83.33,6.67,3.33,2.56,Balanced Defender
3895086,FC Heidenheim,Lennard Maloney,0.0,3.0,23.0,3.0,2.0,4.0,3.0,1.0,4.0,24.0,15.0,3.0,1.0,29.0,25.0,79.31,10.34,3.45,7.14,Balanced Defender
3895210,Bayer Leverkusen,Florian Wirtz,0.0,0.0,26.0,3.0,0.0,5.0,4.0,0.0,3.0,1.0,10.0,30.0,3.0,29.0,0.0,89.66,0.0,10.34,73.17,Balanced Defender
3895333,Eintracht Frankfurt,Eric Junior Dina Ebimbe,0.0,0.0,28.0,1.0,2.0,1.0,1.0,1.0,4.0,10.0,10.0,17.0,0.0,29.0,25.0,96.55,0.0,0.0,45.95,Balanced Defender
3895067,Darmstadt 98,Fabian Holland,0.0,1.0,26.0,2.0,3.0,5.0,2.0,0.0,3.0,26.0,15.0,1.0,0.0,29.0,0.0,89.66,3.45,0.0,2.38,Balanced Defender
3895250,FSV Mainz 05,Jae-Sung Lee,0.0,2.0,20.0,7.0,1.0,6.0,1.0,0.0,3.0,10.0,11.0,19.0,5.0,29.0,0.0,68.97,6.9,17.24,47.5,Balanced Defender
3895052,RB Leipzig,Daniel Olmo Carvajal,0.0,0.0,28.0,1.0,1.0,6.0,0.0,0.0,1.0,12.0,16.0,9.0,2.0,29.0,0.0,96.55,0.0,6.9,24.32,Balanced Defender
3895302,Werder Bremen,Nick Woltemade,0.0,0.0,28.0,1.0,0.0,7.0,0.0,0.0,4.0,3.0,23.0,14.0,4.0,29.0,0.0,96.55,0.0,13.79,35.0,Balanced Defender
3895202,RB Leipzig,Xaver Schlager,0.0,1.0,24.0,4.0,0.0,7.0,3.0,0.0,4.0,20.0,16.0,7.0,2.0,29.0,0.0,82.76,3.45,6.9,16.28,Balanced Defender
3895244,FC Heidenheim,Jan Schöppner,0.0,0.0,25.0,4.0,3.0,0.0,1.0,0.0,5.0,13.0,13.0,12.0,0.0,29.0,0.0,86.21,0.0,0.0,31.58,Balanced Defender
3895202,RB Leipzig,Benjamin Šeško,0.0,0.0,25.0,4.0,2.0,3.0,0.0,1.0,4.0,4.0,20.0,14.0,3.0,29.0,25.0,86.21,0.0,10.34,36.84,Balanced Defender
3895107,FC Köln,Florian Kainz,0.0,0.0,27.0,2.0,2.0,1.0,1.0,0.0,2.0,12.0,18.0,5.0,1.0,29.0,0.0,93.1,0.0,3.45,14.29,Balanced Defender
3895182,Bochum,Patrick Osterhage,0.0,3.0,24.0,2.0,1.0,6.0,0.0,1.0,1.0,7.0,25.0,5.0,1.0,29.0,100.0,82.76,10.34,3.45,13.51,Dominant Duelist
3895250,Bayer Leverkusen,Amine Adli,0.0,0.0,27.0,1.0,0.0,3.0,1.0,0.0,3.0,5.0,15.0,15.0,0.0,28.0,0.0,96.43,0.0,0.0,42.86,Balanced Defender
3895210,Borussia Mönchengladbach,Nico Elvedi,0.0,6.0,16.0,6.0,7.0,3.0,0.0,0.0,4.0,40.0,1.0,1.0,1.0,28.0,0.0,57.14,21.43,3.57,2.38,Protector
3895194,Augsburg,Ermedin Demirović,0.0,1.0,27.0,0.0,1.0,5.0,1.0,0.0,3.0,7.0,17.0,14.0,3.0,28.0,0.0,96.43,3.57,10.71,36.84,Balanced Defender
3895180,Eintracht Frankfurt,Mario Götze,0.0,1.0,26.0,1.0,1.0,4.0,2.0,0.0,3.0,6.0,22.0,10.0,1.0,28.0,0.0,92.86,3.57,3.57,26.32,Balanced Defender
3895244,FC Heidenheim,Omar Haktab Traorè,0.0,1.0,22.0,5.0,3.0,7.0,1.0,0.0,4.0,13.0,22.0,8.0,3.0,28.0,0.0,78.57,3.57,10.71,18.6,Balanced Defender
3895139,Union Berlin,Diogo Filipe Monteiro Pinto Leite,0.0,4.0,20.0,4.0,2.0,5.0,1.0,1.0,3.0,23.0,14.0,2.0,0.0,28.0,33.33,71.43,14.29,0.0,5.13,Balanced Defender
3895121,Freiburg,Nicolas Höfler,0.0,1.0,25.0,2.0,1.0,6.0,1.0,0.0,5.0,31.0,10.0,0.0,0.0,28.0,0.0,89.29,3.57,0.0,0.0,Balanced Defender
3895320,VfB Stuttgart,Chris Führich,0.0,1.0,24.0,3.0,0.0,5.0,0.0,1.0,2.0,9.0,15.0,11.0,2.0,28.0,50.0,85.71,3.57,7.14,31.43,Balanced Defender
3895167,Bayer Leverkusen,Florian Wirtz,0.0,1.0,27.0,0.0,0.0,8.0,2.0,5.0,5.0,10.0,20.0,13.0,4.0,28.0,100.0,96.43,3.57,14.29,30.23,Dominant Duelist
3895232,Bayern Munich,Sacha Boey,0.0,1.0,25.0,2.0,0.0,1.0,4.0,0.0,2.0,12.0,12.0,11.0,1.0,28.0,0.0,89.29,3.57,3.57,31.43,Balanced Defender
3895113,Wolfsburg,Maximilian Arnold,0.0,6.0,21.0,1.0,1.0,7.0,3.0,0.0,2.0,11.0,26.0,4.0,3.0,28.0,0.0,75.0,21.43,10.71,9.76,Balanced Defender
3895167,VfB Stuttgart,Angelo Stiller,0.0,2.0,24.0,2.0,2.0,6.0,1.0,0.0,3.0,13.0,21.0,6.0,1.0,28.0,0.0,85.71,7.14,3.57,15.0,Balanced Defender
3895244,Bayer Leverkusen,Florian Wirtz,0.0,0.0,26.0,2.0,0.0,7.0,0.0,1.0,3.0,12.0,19.0,7.0,3.0,28.0,33.33,92.86,0.0,10.71,18.42,Balanced Defender
3895153,Werder Bremen,Jens Stage,0.0,0.0,27.0,1.0,2.0,4.0,0.0,0.0,1.0,11.0,19.0,5.0,3.0,28.0,0.0,96.43,0.0,10.71,14.29,Balanced Defender
3895202,Bayer Leverkusen,Florian Wirtz,0.0,0.0,27.0,1.0,0.0,4.0,1.0,1.0,4.0,11.0,13.0,13.0,0.0,28.0,25.0,96.43,0.0,0.0,35.14,Balanced Defender
3895232,Bayern Munich,Jamal Musiala,0.0,0.0,27.0,1.0,0.0,2.0,0.0,0.0,2.0,6.0,8.0,18.0,1.0,28.0,0.0,96.43,0.0,3.57,56.25,Balanced Defender
3895244,FC Heidenheim,Patrick Mainka,0.0,1.0,23.0,4.0,5.0,4.0,1.0,2.0,8.0,22.0,23.0,1.0,0.0,28.0,25.0,82.14,3.57,0.0,2.17,Balanced Defender
3895320,VfB Stuttgart,Maximilian Mittelstädt,0.0,2.0,18.0,7.0,0.0,1.0,3.0,1.0,6.0,18.0,15.0,4.0,1.0,27.0,16.67,66.67,7.41,3.7,10.81,Balanced Defender
3895153,Werder Bremen,Rafael Santos Borré Amaury,0.0,0.0,26.0,1.0,2.0,3.0,3.0,1.0,7.0,6.0,19.0,17.0,3.0,27.0,14.29,96.3,0.0,11.11,40.48,Balanced Defender
3895220,Darmstadt 98,Fabian Holland,0.0,1.0,25.0,1.0,0.0,1.0,2.0,1.0,4.0,9.0,20.0,5.0,0.0,27.0,25.0,92.59,3.7,0.0,14.71,Balanced Defender
3895194,Augsburg,Elvis Rexhbeçaj,0.0,3.0,20.0,4.0,0.0,2.0,0.0,0.0,2.0,11.0,15.0,5.0,1.0,27.0,0.0,74.07,11.11,3.7,16.13,Balanced Defender
3895202,RB Leipzig,Nicolas Seiwald,0.0,2.0,24.0,1.0,0.0,4.0,1.0,1.0,1.0,10.0,18.0,5.0,1.0,27.0,100.0,88.89,7.41,3.7,15.15,Dominant Duelist
3895134,Hoffenheim,Anton Stach,0.0,4.0,21.0,2.0,2.0,6.0,2.0,0.0,5.0,23.0,12.0,7.0,0.0,27.0,0.0,77.78,14.81,0.0,16.67,Balanced Defender
3895244,FC Heidenheim,Tim Kleindienst,0.0,0.0,24.0,3.0,1.0,3.0,2.0,0.0,10.0,6.0,22.0,15.0,0.0,27.0,0.0,88.89,0.0,0.0,34.88,Balanced Defender
3895074,Bayern Munich,Serge Gnabry,0.0,2.0,24.0,1.0,1.0,4.0,0.0,0.0,3.0,3.0,20.0,12.0,4.0,27.0,0.0,88.89,7.41,14.81,34.29,Balanced Defender
3895060,Borussia Mönchengladbach,Nathan Ngoumou Minpole,0.0,1.0,24.0,1.0,0.0,6.0,1.0,1.0,5.0,13.0,20.0,5.0,2.0,26.0,20.0,92.31,3.85,7.69,13.16,Balanced Defender
3895095,Bayer Leverkusen,Odilon Kossonou,0.0,1.0,21.0,4.0,2.0,4.0,2.0,0.0,3.0,16.0,18.0,3.0,0.0,26.0,0.0,80.77,3.85,0.0,8.11,Balanced Defender
3895302,Bayer Leverkusen,Florian Wirtz,0.0,2.0,20.0,4.0,0.0,4.0,1.0,0.0,1.0,2.0,11.0,19.0,2.0,26.0,0.0,76.92,7.69,7.69,59.38,Balanced Defender
3895052,RB Leipzig,Nicolas Seiwald,0.0,1.0,23.0,2.0,0.0,3.0,2.0,0.0,2.0,9.0,22.0,2.0,1.0,26.0,0.0,88.46,3.85,3.85,6.06,Balanced Defender
3895107,FC Köln,Timo Hübers,0.0,5.0,17.0,4.0,5.0,2.0,2.0,0.0,4.0,33.0,5.0,1.0,0.0,26.0,0.0,65.38,19.23,0.0,2.56,Balanced Defender
3895180,Eintracht Frankfurt,Ansgar Knauff,0.0,0.0,24.0,2.0,0.0,5.0,6.0,1.0,4.0,4.0,21.0,16.0,1.0,26.0,25.0,92.31,0.0,3.85,39.02,Balanced Defender
3895158,Borussia Dortmund,Julian Brandt,0.0,1.0,25.0,0.0,3.0,3.0,0.0,0.0,4.0,17.0,15.0,4.0,1.0,26.0,0.0,96.15,3.85,3.85,11.11,Balanced Defender
3895139,Union Berlin,David Datro Fofana,0.0,0.0,23.0,3.0,3.0,3.0,0.0,1.0,7.0,6.0,25.0,8.0,1.0,26.0,14.29,88.46,0.0,3.85,20.51,Balanced Defender
3895210,Borussia Mönchengladbach,Joseph Scally,0.0,3.0,20.0,3.0,6.0,1.0,2.0,0.0,0.0,25.0,9.0,1.0,0.0,26.0,0.0,76.92,11.54,0.0,2.86,Balanced Defender
3895232,Bayer Leverkusen,Robert Andrich,0.0,2.0,23.0,1.0,2.0,1.0,2.0,2.0,3.0,16.0,17.0,1.0,1.0,26.0,66.67,88.46,7.69,3.85,2.94,Dominant Duelist
3895107,Bayer Leverkusen,Alejandro Grimaldo García,0.0,3.0,17.0,6.0,1.0,5.0,0.0,0.0,0.0,4.0,15.0,13.0,4.0,26.0,0.0,65.38,11.54,15.38,40.62,Balanced Defender
3895086,FC Heidenheim,Omar Haktab Traorè,0.0,1.0,21.0,4.0,3.0,5.0,2.0,0.0,2.0,27.0,11.0,0.0,0.0,26.0,0.0,80.77,3.85,0.0,0.0,Balanced Defender
3895275,Bayer Leverkusen,Florian Wirtz,0.0,1.0,22.0,3.0,0.0,7.0,1.0,1.0,6.0,7.0,15.0,18.0,4.0,26.0,16.67,84.62,3.85,15.38,45.0,Balanced Defender
3895309,Bayer Leverkusen,Jonas Hofmann,0.0,1.0,24.0,1.0,0.0,2.0,4.0,0.0,2.0,3.0,14.0,17.0,2.0,26.0,0.0,92.31,3.85,7.69,50.0,Balanced Defender
3895107,FC Köln,Denis Huseinbašić,0.0,1.0,22.0,2.0,1.0,3.0,0.0,3.0,6.0,11.0,21.0,3.0,0.0,25.0,50.0,88.0,4.0,0.0,8.57,Balanced Defender
3895182,Bochum,Keven Schlotterbeck,0.0,2.0,19.0,4.0,2.0,4.0,3.0,0.0,4.0,15.0,16.0,7.0,1.0,25.0,0.0,76.0,8.0,4.0,18.42,Balanced Defender
3895182,Bochum,Bernardo Fernandes da Silva Junior,0.0,1.0,18.0,6.0,2.0,4.0,1.0,0.0,6.0,17.0,16.0,5.0,0.0,25.0,0.0,72.0,4.0,0.0,13.16,Balanced Defender
3895244,FC Heidenheim,Nikola Dovedan,0.0,0.0,23.0,2.0,1.0,6.0,0.0,0.0,0.0,8.0,17.0,7.0,2.0,25.0,0.0,92.0,0.0,8.0,21.88,Balanced Defender
3895244,FC Heidenheim,Eren Sami Dinkçi,0.0,0.0,23.0,2.0,0.0,7.0,1.0,1.0,1.0,8.0,14.0,12.0,3.0,25.0,100.0,92.0,0.0,12.0,35.29,Dominant Duelist
